index,mask_name,area,stage,a_LL,a_LH,a_HL,a_HH,size_group
44,mask_sub-S09312_ses-E25262_run-1_bp-chest_vp-ap_dx.png,0.09337133169174194,dec1,0.5018216371536255,0.5011047124862671,0.4997669756412506,0.498745322227478,mid
45,mask_sub-S09312_ses-E26157_run-1_bp-chest_vp-ap_dx.png,0.18943320214748383,dec4,0.5005525350570679,0.4992451071739197,0.49963080883026123,0.5002871751785278,large
45,mask_sub-S09312_ses-E26157_run-1_bp-chest_vp-ap_dx.png,0.18943320214748383,dec3,0.49995458126068115,0.49959230422973633,0.5006732940673828,0.4996316432952881,large
45,mask_sub-S09312_ses-E26157_run-1_bp-chest_vp-ap_dx.png,0.18943320214748383,dec2,0.5001217722892761,0.5004487633705139,0.500549852848053,0.49871715903282166,large
45,mask_sub-S09312_ses-E26157_run-1_bp-chest_vp-ap_dx.png,0.18943320214748383,dec1,0.5009005069732666,0.5008519291877747,0.4999760389328003,0.49957922101020813,large
46,mask_sub-S09313_ses-E16098_run-1_bp-chest_vp-ap_cr.png,0.14487005770206451,dec4,0.5005525350570679,0.4992451071739197,0.49963080883026123,0.5002871751785278,mid
46,mask_sub-S09313_ses-E16098_run-1_bp-chest_vp-ap_cr.png,0.14487005770206451,dec3,0.49995458126068115,0.49959230422973633,0.5006732940673828,0.4996316432952881,mid
46,mask_sub-S09313_ses-E16098_run-1_bp-chest_vp-ap_cr.png,0.14487005770206451,dec2,0.5001217722892761,0.5004487633705139,0.500549852848053,0.49871715903282166,mid
46,mask_sub-S09313_ses-E16098_run-1_bp-chest_vp-ap_cr.png,0.14487005770206451,dec1,0.5009005069732666,0.5008519291877747,0.4999760389328003,0.49957922101020813,mid
47,mask_sub-S09313_ses-E16120_run-1_bp-chest_vp-ap_dx.png,0.14654415845870972,dec4,0.5007126927375793,0.49924492835998535,0.49939289689064026,0.5003936886787415,mid
47,mask_sub-S09313_ses-E16120_run-1_bp-chest_vp-ap_dx.png,0.14654415845870972,dec3,0.49973320960998535,0.49942469596862793,0.5005837082862854,0.49979734420776367,mid
47,mask_sub-S09313_ses-E16120_run-1_bp-chest_vp-ap_dx.png,0.14654415845870972,dec2,0.49974578619003296,0.5005108714103699,0.5007792711257935,0.49916815757751465,mid
47,mask_sub-S09313_ses-E16120_run-1_bp-chest_vp-ap_dx.png,0.14654415845870972,dec1,0.5019798278808594,0.5007422566413879,0.5001760125160217,0.4991263449192047,mid
48,mask_sub-S09313_ses-E20772_run-1_bp-chest_vp-ap_dx.png,0.04615752398967743,dec4,0.5009898543357849,0.49913090467453003,0.4989926218986511,0.5003387928009033,mid
48,mask_sub-S09313_ses-E20772_run-1_bp-chest_vp-ap_dx.png,0.04615752398967743,dec3,0.49966785311698914,0.49941954016685486,0.5001689791679382,0.4999818801879883,mid
48,mask_sub-S09313_ses-E20772_run-1_bp-chest_vp-ap_dx.png,0.04615752398967743,dec2,0.4991813898086548,0.5010490417480469,0.5009346604347229,0.49897804856300354,mid
48,mask_sub-S09313_ses-E20772_run-1_bp-chest_vp-ap_dx.png,0.04615752398967743,dec1,0.5025891065597534,0.5007466077804565,0.5002662539482117,0.49874937534332275,mid
49,mask_sub-S09313_ses-E23360_run-1_bp-chest_vp-ap_dx.png,0.1499720960855484,dec4,0.5007333755493164,0.4992031455039978,0.4993872046470642,0.5003248453140259,mid
49,mask_sub-S09313_ses-E23360_run-1_bp-chest_vp-ap_dx.png,0.1499720960855484,dec3,0.4998317360877991,0.49951303005218506,0.5004590749740601,0.49981391429901123,mid
49,mask_sub-S09313_ses-E23360_run-1_bp-chest_vp-ap_dx.png,0.1499720960855484,dec2,0.49973613023757935,0.5005749464035034,0.5007040500640869,0.4987962245941162,mid
49,mask_sub-S09313_ses-E23360_run-1_bp-chest_vp-ap_dx.png,0.1499720960855484,dec1,0.501596987247467,0.5008381605148315,0.5000531673431396,0.49931222200393677,mid
50,mask_sub-S09313_ses-E24131_run-1_bp-chest_vp-ap_dx.png,0.08430325239896774,dec4,0.5008974671363831,0.499120831489563,0.4993823766708374,0.5003336668014526,mid
50,mask_sub-S09313_ses-E24131_run-1_bp-chest_vp-ap_dx.png,0.08430325239896774,dec3,0.49991241097450256,0.49938225746154785,0.5004662275314331,0.4997474253177643,mid
50,mask_sub-S09313_ses-E24131_run-1_bp-chest_vp-ap_dx.png,0.08430325239896774,dec2,0.49957048892974854,0.500946581363678,0.5004512071609497,0.4991602897644043,mid
50,mask_sub-S09313_ses-E24131_run-1_bp-chest_vp-ap_dx.png,0.08430325239896774,dec1,0.5021076202392578,0.5009561777114868,0.49981918931007385,0.49892961978912354,mid
51,mask_sub-S09313_ses-E24544_run-1_bp-chest_vp-ap_dx.png,0.095703125,dec4,0.5009898543357849,0.49913090467453003,0.4989926218986511,0.5003387928009033,mid
51,mask_sub-S09313_ses-E24544_run-1_bp-chest_vp-ap_dx.png,0.095703125,dec3,0.49966785311698914,0.49941954016685486,0.5001689791679382,0.4999818801879883,mid
51,mask_sub-S09313_ses-E24544_run-1_bp-chest_vp-ap_dx.png,0.095703125,dec2,0.4991813898086548,0.5010490417480469,0.5009346604347229,0.49897804856300354,mid
51,mask_sub-S09313_ses-E24544_run-1_bp-chest_vp-ap_dx.png,0.095703125,dec1,0.5025891065597534,0.5007466077804565,0.5002662539482117,0.49874937534332275,mid
